Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min
197,342.0,0.0,24.0,1.0,24.0,5532.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0044052256,0.0,0.0044052256,0.0044052256,1.3860298,9.719181999999999e-06,1.3860481000000002,1.386013,-0.005592728778719903,0.003025197362596213,-0.0006103329360485077,-0.009648244827985764,0.049351476,0.00066875917,0.050766535,0.048183315,2.0215219e-05,0.0,2.0215219e-05,2.0215219e-05,-0.007779839,0.0,-0.007779839,-0.007779839
198,344.0,0.0,24.0,1.0,24.0,5556.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004491978,0.0,0.004491978,0.004491978,1.386016,1.1389583e-05,1.3860317,1.3859868999999998,-0.0057908082380890855,0.0027439299731269484,-0.0009576641023159027,-0.009765099734067915,0.04908344,0.0005812440599999999,0.050251924,0.04795318,2.0531308e-05,0.0,2.0531308e-05,2.0531308e-05,-0.008105157,0.0,-0.008105157,-0.008105157
199,346.0,0.0,24.0,1.0,24.0,5580.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0041516833,0.0,0.0041516833,0.0041516833,1.3860326,1.0932647e-05,1.3860431999999998,1.3860068,-0.005083771422505379,0.002784729214116257,-0.0005994774401187898,-0.00935048609972,0.048609544000000005,0.00043890157,0.04948597,0.047963668,1.6799724e-05,0.0,1.6799724e-05,1.6799724e-05,-0.0070328126000000005,0.0,-0.0070328126000000005,-0.0070328126000000005
200,349.0,0.0,48.0,1.0,48.0,5628.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.31163514,0.30740947,0.6190446,0.0042256755,1.3860267,1.9388253e-05,1.3860629999999998,1.3859962,0.3878771221265197,0.4575494907267349,0.9991979002952576,-0.009590022265911102,0.049593307,0.002196236,0.053121757,0.04660569999999999,0.17990011,0.17988166,0.35978177,1.8448765e-05,0.53761595,0.5448189,1.0824348,-0.007202914499999999
201,351.0,0.0,24.0,1.0,24.0,5652.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0048071695,0.0,0.0048071695,0.0048071695,1.3860016000000002,9.572903e-06,1.3860207,1.3859838,-0.0059951720759272575,0.0034201853766446795,-0.0002951286733150482,-0.010843552649021149,0.055997618,0.0007107874000000001,0.057264604000000004,0.05496367,2.3819879e-05,0.0,2.3819879e-05,2.3819879e-05,-0.008330794,0.0,-0.008330794,-0.008330794
202,353.0,0.0,24.0,1.0,24.0,5676.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0050017466,0.0,0.0050017466,0.0050017466,1.3859924,1.0125249e-05,1.3860027,1.3859643,-0.006056423671543599,0.003343365310686464,-0.000692903995513916,-0.010552942752838137,0.058623992,0.00055281725,0.060077902,0.057813372,2.3929184e-05,0.0,2.3929184e-05,2.3929184e-05,-0.008362785,0.0,-0.008362785,-0.008362785
203,358.0,0.0,88.0,1.0,88.0,5764.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.15257688,0.14856568,0.3189395,0.0042258813000000004,1.3859350000000001,3.6422537999999996e-05,1.3859816999999999,1.385848,0.17528060884214938,0.375971540464695,0.9938262701034546,-0.011699702590703964,0.06423364,0.0028911660999999997,0.06918087,0.05992447,0.08603895,0.086377576,0.18319155,1.7315297000000002e-05,0.2430115,0.25175342,0.5254795,-0.00817384
204,361.0,0.0,52.0,1.0,52.0,5816.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.22567435,0.21881257,0.44448692,0.006861768000000001,1.3858155,5.7420726e-05,1.3858865,1.385714,0.2543063372373581,0.4237586223859115,0.9927439689636229,-0.014233134686946869,0.078234635,0.0020768428,0.08171439999999999,0.07555622599999999,0.12212152,0.122081235,0.24420276,4.02831e-05,0.35546482,0.36625648,0.7217213,-0.010791684499999999
205,363.0,0.0,24.0,1.0,24.0,5840.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.008803174,0.0,0.008803174,0.008803174,1.3857435,1.2512764e-05,1.3857663999999998,1.3857173,-0.00892997235059738,0.005394966907032164,-0.0006627365946769714,-0.01727476716041565,0.09201579,0.00080924254,0.094291285,0.09110823,5.4425043e-05,0.0,5.4425043e-05,5.4425043e-05,-0.012296466,0.0,-0.012296466,-0.012296466
206,365.0,0.0,24.0,1.0,24.0,5864.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009223702,0.0,0.009223702,0.009223702,1.3857177,1.7290982e-05,1.385742,1.385679,-0.009713667258620265,0.005388577471295125,-0.0010289326310157776,-0.01773325353860855,0.09890948,0.0006727660000000001,0.10038517,0.09750446,6.169604999999999e-05,0.0,6.169604999999999e-05,6.169604999999999e-05,-0.0135099795,0.0,-0.0135099795,-0.0135099795
207,367.0,0.0,24.0,1.0,24.0,5888.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009299621999999999,0.0,0.009299621999999999,0.009299621999999999,1.3857899,1.2500005000000001e-05,1.3858087,1.3857588,-0.010101249068975448,0.005734781511027671,-0.0009202882647514343,-0.0186583548784256,0.102225944,0.0007010231,0.10376744,0.10100252,6.746148e-05,0.0,6.746148e-05,6.746148e-05,-0.014025505,0.0,-0.014025505,-0.014025505
208,369.0,0.0,24.0,1.0,24.0,5912.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010222275,0.0,0.010222275,0.010222275,1.3857903,1.7768967e-05,1.3858144,1.3857534,-0.010634000971913336,0.0058066122693051034,-0.0012365803122520447,-0.01907093822956085,0.10452316,0.00080412056,0.10617414,0.102370255,7.339937e-05,0.0,7.339937e-05,7.339937e-05,-0.014739376499999998,0.0,-0.014739376499999998,-0.014739376499999998
209,371.0,0.0,24.0,1.0,24.0,5936.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010997632,0.0,0.010997632,0.010997632,1.3858236000000002,1.3534279999999999e-05,1.385852,1.3857905000000001,-0.010378532856702805,0.005589050493828882,-0.0010843053460121157,-0.01836923509836197,0.10357152,0.0005538305,0.10464182,0.10273388,6.947571e-05,0.0,6.947571e-05,6.947571e-05,-0.014235133,0.0,-0.014235133,-0.014235133
210,373.0,0.0,24.0,1.0,24.0,5960.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009568393,0.0,0.009568393,0.009568393,1.3858601000000002,1.6662439999999998e-05,1.3858829,1.3858169,-0.00981874577701092,0.005443463953796228,-0.001059696078300476,-0.018351711332798004,0.09977721,0.00052933005,0.10070702,0.09849688,6.301953499999999e-05,0.0,6.301953499999999e-05,6.301953499999999e-05,-0.013579366,0.0,-0.013579366,-0.013579366
