Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Returns Mean/Mean,Returns Mean/Stdev,Returns Mean/Max,Returns Mean/Min,Returns Variance/Mean,Returns Variance/Stdev,Returns Variance/Max,Returns Variance/Min
275,93.0,0.0,47.0,1.0,47.0,4186.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
276,94.0,0.0,57.0,1.0,57.0,4243.0,0.1,2.8499999999999983,57.0,0.0,,,,,,,,,,,,,,,,1.2128608644549466,0.6244897382531257,2.180474047738059,0.05,,,,,,,,,,,,
277,95.0,0.0,54.0,1.0,54.0,4297.0,0.1,2.6999999999999984,54.0,0.0,,,,,,,,,,,,,,,,1.1606921294160062,0.5999275744425153,2.094167929409449,0.05,,,,,,,,,,,,
278,96.0,0.0,49.0,1.0,49.0,4346.0,0.1,2.4499999999999997,49.0,0.0,,,,,,,,,,,,,,,,1.0714904809952714,0.5572457288807521,1.9444138023356723,0.05,,,,,,,,,,,,
279,97.0,0.0,43.0,1.0,43.0,4389.0,0.1,2.1500000000000004,43.0,0.0,,,,,,,,,,,,,,,,0.9606000242409112,0.5030157908056497,1.7544868581579867,0.05,,,,,,,,,,,,
280,98.0,0.0,50.0,1.0,50.0,4439.0,0.1,2.499999999999999,50.0,0.0,,,,,,,,,,,,,,,,1.0895600646616124,0.5659605367413824,1.974969664312316,0.05,,,,,,,,,,,,
281,99.0,0.0,53.0,1.0,53.0,4492.0,0.1,2.6499999999999986,53.0,0.0,,,,,,,,,,,,,,,,1.1430793784727338,0.5915679351596483,2.0648160903125747,0.05,,,,,,,,,,,,
282,100.0,0.0,4.0,1.0,4.0,4496.0,0.1,0.2,4.0,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
283,101.0,0.0,51.0,1.0,51.0,4547.0,0.1,2.549999999999999,51.0,0.0,,,,,,,,,,,,,,,,1.1075141804068591,0.5745852664846602,2.0052199676691917,0.05,,,,,,,,,,,,
284,102.0,0.0,52.0,1.0,52.0,4599.0,0.1,2.5999999999999988,52.0,0.0,,,,,,,,,,,,,,,,1.1253536724758135,0.5831207811499737,2.0351677679925,0.05,,,,,,,,,,,,
285,103.0,0.0,61.0,1.0,61.0,4660.0,0.1,3.049999999999997,61.0,0.0,,,,,,,,,,,,,,,,1.2808870918621742,0.6560639636373445,2.2915746201657288,0.05,,,,,,,,,,,,
286,104.0,0.0,190.0,1.0,190.0,4850.0,0.1,9.5,190.0,0.0,,,,,,,,,,,,,,,,2.7806935306107983,1.1886469989236832,4.2592750422621,0.05,,,,,,,,,,,,
287,105.0,0.0,73.0,1.0,73.0,4923.0,0.1,3.649999999999995,73.0,0.0,,,,,,,,,,,,,,,,1.4749317945596383,0.7431994239500644,2.5992927171428906,0.05,,,,,,,,,,,,
288,106.0,0.0,74.0,1.0,74.0,4997.0,0.1,3.6999999999999953,74.0,0.0,,,,,,,,,,,,,,,,1.4904502809841222,0.7499742440099842,2.623299789971462,0.05,,,,,,,,,,,,
289,107.0,0.0,48.0,1.0,48.0,5045.0,0.1,2.3999999999999995,48.0,0.0,,,,,,,,,,,,,,,,1.0533045784673465,0.5484399711161799,1.913549295288558,0.05,,,,,,,,,,,,
290,108.0,0.0,50.0,1.0,50.0,5095.0,0.1,2.499999999999999,50.0,0.0,,,,,,,,,,,,,,,,1.0895600646616124,0.5659605367413824,1.974969664312316,0.05,,,,,,,,,,,,
291,109.0,0.0,55.0,1.0,55.0,5150.0,0.1,2.7499999999999982,55.0,0.0,,,,,,,,,,,,,,,,1.1781927497923583,0.6082005365516561,2.123226250115355,0.05,,,,,,,,,,,,
292,110.0,0.0,192.0,1.0,192.0,5342.0,0.1,9.6,192.0,0.0,,,,,,,,,,,,,,,,2.796210773837564,1.19207334927672,4.2740154689210845,0.05,,,,,,,,,,,,
293,111.0,0.0,71.0,1.0,71.0,5413.0,0.1,3.5499999999999954,71.0,0.0,,,,,,,,,,,,,,,,1.4436011991138242,0.7294324100390659,2.5505486349789717,0.05,,,,,,,,,,,,
294,112.0,0.0,61.0,1.0,61.0,5474.0,0.1,3.049999999999997,61.0,0.0,,,,,,,,,,,,,,,,1.2808870918621742,0.6560639636373445,2.2915746201657288,0.05,,,,,,,,,,,,
295,113.0,0.0,60.0,1.0,60.0,5534.0,0.1,2.9999999999999973,60.0,0.0,,,,,,,,,,,,,,,,1.264042299723782,0.6482939313587707,2.264216788046191,0.05,,,,,,,,,,,,
296,114.0,0.0,59.0,1.0,59.0,5593.0,0.1,2.949999999999997,59.0,0.0,,,,,,,,,,,,,,,,1.2470901897522155,0.6404420773394963,2.236582614188072,0.05,,,,,,,,,,,,
297,115.0,0.0,58.0,1.0,58.0,5651.0,0.1,2.8999999999999977,58.0,0.0,,,,,,,,,,,,,,,,1.230029975537804,0.6325076120633467,2.2086693072606787,0.05,,,,,,,,,,,,
298,116.0,0.0,53.0,1.0,53.0,5704.0,0.1,2.6499999999999986,53.0,0.0,,,,,,,,,,,,,,,,1.1430793784727338,0.5915679351596483,2.0648160903125747,0.05,,,,,,,,,,,,
299,117.0,0.0,66.0,1.0,66.0,5770.0,0.1,3.2999999999999963,66.0,0.0,,,,,,,,,,,,,,,,1.363528380678527,0.6937138999568182,2.42431441288098,0.05,,,,,,,,,,,,
300,118.0,0.0,204.0,1.0,204.0,5974.0,0.1,10.20000000000001,204.0,0.0,,,,,,,,,,,,,,,,2.885817004114604,1.21076403609662,4.356498294551721,0.05,,,,,,,,,,,,
