Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
57,307.0,0.0,1336.0,57.0,23.0,1336.0,0.05112914989354292,39.8668712320469,39.8668712320469,1.0,,,,0.004434930859133601,0.002485441928474961,0.013059278018772602,0.0018769828602671625,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.24834904,0.11987507,0.54441017,0.10885524,21.988150497704506,10.401136612700519,35.16120870462106,2.102203929066441,,,,,,,,,,,,,,,,,,,,,2.0615208,0.6564094,2.9803607000000003,1.1946411,0.9937605795731655,0.6811090753544267,2.9489399859523995,-1.6035471402349126,0.9580816642535172,0.15810341726077473,1.1243140116068298,0.2928869299784281
58,334.0,0.0,1363.0,58.0,27.0,1363.0,-0.01803050546407089,45.55589085455138,45.55589085455138,1.0,,,,0.004021682154136496,0.0021543568330150255,0.0095016248524189,0.0011509578907862306,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.20110902,0.10103982,0.45149463,0.054388475,24.45606937972403,11.676995296067961,39.34621426467261,2.0268609298443967,,,,,,,,,,,,,,,,,,,,,2.0293374,0.5432392,2.6472537999999997,1.2445221000000002,1.0460549862582902,0.6710095376187442,2.9998102364158843,-1.621305984431709,0.828533201001727,0.2771136239660335,1.0968686939634458,-0.14469142856145348
59,505.0,0.0,1534.0,59.0,171.0,1534.0,-0.08677400788983654,142.4096425409054,142.4096425409054,1.0,,,,0.0068514874588479005,0.004210531688932335,0.025607358664274216,0.001364300143904984,0.0001,0.0,0.0001,0.0001,0.25285348,0.11954073,0.77885395,0.06309045,38.336736245779655,19.24731426715129,77.63012480870928,0.6679960174708072,,,,,,,,,,,,,,,,,,,,,1.1329876,0.4745116,2.1763675,0.22906566,1.1280314459257952,0.7522731729542148,3.2809917542553166,-1.781372826272453,0.6793854790512295,0.4966532076231492,1.274404335232986,-0.406830379522547
60,1047.0,0.0,2076.0,60.0,542.0,2076.0,0.025212916029159427,569.0305574879525,569.0305574879525,0.0,,,,0.013645224897242571,0.012150200619262964,0.119366854429245,0.0019306889735162254,0.00010000000000000003,2.7105054312137605e-20,0.0001,0.0001,0.33443666,0.17153163,1.5639286000000001,0.058311652,87.7771922697165,25.666621247357376,109.32107198737788,1.1341712121636038,,,,,,,,,,,,,,,,,,,,,1.7206706999999999,0.28482047,2.278286,1.0300162,1.4059266072973104,0.8760135172584641,4.296446234307311,-2.322908423119987,0.5517684791158034,0.5861762553123091,1.1855019356250416,-1.0511041587115633
61,1099.0,0.0,2128.0,61.0,52.0,2128.0,0.02124693717729686,79.90171096704829,79.90171096704829,1.0,,,,0.021805060744358628,0.015075775297919619,0.06475728750228882,0.004035487771034241,0.00010000000000000002,1.3552527156068802e-20,0.0001,0.0001,0.45100904,0.19461843,0.97787696,0.15304796,37.696011825013045,17.93321552800238,60.90887355357726,2.250381631475687,,,,,,,,,,,,,,,,,,,,,2.8107386,0.49183232,3.8238703999999997,1.9104481,1.7227434280606841,0.8395601139103188,4.4271337163523725,-2.3978639771284707,0.535081122330248,0.5236717813686154,1.2885562153630168,-0.8452430080722368
62,1121.0,0.0,2150.0,62.0,22.0,2150.0,-0.07120778077648986,39.03514910030407,39.03514910030407,1.0,,,,0.02526296453461761,0.01706381411196685,0.07224175333976746,0.006067135371267796,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.768641,0.30080816,1.4361107,0.28704524,21.283367268484415,10.435981264492714,34.69980636488634,2.05278195793496,,,,,,,,,,,,,,,,,,,,,3.3945822999999997,0.8178029,4.9803239999999995,1.9889994,1.7877089500460193,0.885622553542523,4.4765841019228985,-2.1561031805211543,0.7984998621614102,0.31769680688254026,1.0628772258921195,-0.5450910789187625
63,1143.0,0.0,2172.0,63.0,22.0,2172.0,0.0133361863752944,38.26199185299025,38.26199185299025,1.0,,,,0.02864197521869625,0.02443447572587736,0.1004747599363327,0.006845618598163128,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.6224508000000001,0.25854078,1.2805833999999998,0.26465353,20.846318394436324,10.205808418844189,34.015961420418435,2.013050544592834,,,,,,,,,,,,,,,,,,,,,3.2847190000000004,0.76710486,4.1996720000000005,2.0471835,1.7920114902436266,0.8970747847742009,4.584428044150039,-2.4189256684672085,0.9128736107366654,0.19219291422689144,1.084515094614118,0.20611884723874532
64,1166.0,0.0,2195.0,64.0,23.0,2195.0,0.010428908479073906,40.35883166412216,40.35883166412216,1.0,,,,0.024162033297629518,0.013835805500868648,0.06416398286819458,0.006408160086721182,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.75755954,0.3595633,1.4871761000000001,0.24487178,21.840258396942467,10.763184266079678,35.692497204874115,2.022500183661544,,,,,,,,,,,,,,,,,,,,,3.4918425,0.8943371999999999,4.985428,1.9701644,1.8626822497434756,0.9551224843568632,4.604165156912297,-2.485159645253624,0.9797266305457054,0.09729897195156714,1.1923634498683686,0.6541657077418661
65,1188.0,0.0,2217.0,65.0,22.0,2217.0,-0.01367887131685871,39.09412804032868,39.09412804032868,0.0,,,,0.02550759634357833,0.021775287457820463,0.0724615752696991,0.005970057565718889,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.54698026,0.24057934,1.0638021,0.26537526,21.331919042755626,10.442638700253637,34.74859176860852,2.0599887477076084,,,,,,,,,,,,,,,,,,,,,3.5441642,0.8268406999999999,4.562989,2.1719375,1.897241897979752,0.9311784617324266,4.674531577418014,-2.2252088581258294,0.9947744539683174,0.08631265630885901,1.1544901883485104,0.7422305324138371
66,1211.0,0.0,2240.0,66.0,23.0,2240.0,0.04410122038595513,40.29506337649954,40.29506337649954,1.0,,,,0.0367370197888125,0.035794125020556934,0.16689345240592954,0.004727411083877087,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.5689057,0.3502292,1.7320234,0.19286016,21.793821840460854,10.72956734647869,35.63887308403387,2.0193843356756145,,,,,,,,,,,,,,,,,,,,,3.3249907,0.7466673,4.487699500000001,2.0836287000000002,1.9447304109702437,0.9706326296800142,4.680268351125768,-2.5226834489645613,0.960552919124828,0.08767360889776575,1.0920711797307368,0.6908913785280812
