Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
71,601.0,0.0,1645.0,71.0,34.0,1645.0,0.940402000000024,34.0,34.0,0.0,,,,1.7021444168160944,1.0734927504254137,4.15998125076294,0.42275601625442505,0.00025,0.0,0.00025,0.00025,8.681553,4.0134025,17.760313,2.2573225,10.669416,0.43711522,11.222764,10.005255
72,621.0,0.0,1665.0,72.0,20.0,1665.0,0.9384220000000248,20.0,20.0,0.0,,,,2.4219907879829408,1.1908803419545466,4.557229995727539,0.7174144983291626,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,16.51909,9.355857,35.431915000000004,4.3064475,6.429104,3.3397663,10.38498,1.3804208999999998
73,639.0,0.0,1683.0,73.0,18.0,1683.0,0.9366400000000256,18.0,18.0,0.0,,,,2.804946406020058,1.6101786323448437,6.37189245223999,0.617139995098114,0.00025,0.0,0.00025,0.00025,12.916699000000001,3.2556437999999996,18.40849,8.999428,8.219874,2.1763062,10.741899499999999,4.037367
74,665.0,0.0,1709.0,74.0,26.0,1709.0,0.9340660000000264,26.0,26.0,0.0,,,,2.039569547543159,1.413354334864538,6.37764835357666,0.5433818697929382,0.00025,0.0,0.00025,0.00025,11.519581,5.8810080000000005,27.177834999999998,3.5608665999999998,12.110363000000001,0.41464806,12.525011,11.695715
75,676.0,0.0,1720.0,75.0,11.0,1720.0,0.9329770000000268,11.0,11.0,0.0,,,,2.255846473303708,1.5304120069173195,5.949952125549316,0.6129400730133057,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,13.650046,6.2264422999999995,27.685574,6.0570330000000006,6.762955000000001,2.1404414000000003,8.903397,4.622514
76,695.0,0.0,1739.0,76.0,19.0,1739.0,0.9310960000000276,19.0,19.0,1.0,,,,1.7504213609193502,1.2816970350533403,4.8607521057128915,0.6228328347206116,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,11.281383,4.8786206,26.219332,4.123121299999999,5.8812637,2.0701845000000003,7.951448399999999,3.8110795
77,737.0,0.0,1781.0,77.0,42.0,1781.0,0.9269380000000292,42.0,42.0,0.0,,,,2.8519808508100963,1.65239520363017,7.7842140197753915,0.5296986699104309,0.00025,0.0,0.00025,0.00025,15.326285999999998,7.3552610000000005,35.897026000000004,2.8012342,9.484243,2.5003903,12.271497,4.348053
78,759.0,0.0,1803.0,78.0,22.0,1803.0,0.9247600000000302,22.0,22.0,0.0,,,,2.6638575900684702,1.6860988560505927,6.57305908203125,0.3533357381820679,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,12.427805000000001,5.9556645999999995,23.672665,4.895938,8.796448,2.6218545,11.673822,3.8306649
79,776.0,0.0,1820.0,79.0,17.0,1820.0,0.9230770000000308,17.0,17.0,1.0,,,,2.3801843839533188,2.0767787113097933,9.525671005249023,0.6642502546310425,0.00025,0.0,0.00025,0.00025,13.524229,8.296961,36.8943,5.7259154,11.806696,2.044512,13.853248,8.472039
80,822.0,0.0,1866.0,80.0,46.0,1866.0,0.9185230000000328,46.0,46.0,0.0,,,,2.844575156336245,1.6029587223290738,6.966622352600098,0.6503826975822449,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,16.064713,7.7453375,31.557512,3.5923207,11.960695,2.8004507999999997,14.286344,7.318778999999999
81,865.0,0.0,1909.0,81.0,43.0,1909.0,0.9142660000000344,43.0,43.0,0.0,,,,3.1525427352550417,1.7167222377868738,7.437314510345459,0.4993025660514832,0.00025,0.0,0.00025,0.00025,14.406713,6.2695904,27.645915999999996,4.9970765,11.677528,3.8288589,15.662804000000001,2.967531
82,880.0,0.0,1924.0,82.0,15.0,1924.0,0.912781000000035,15.0,15.0,0.0,,,,3.817314251263936,2.8426419406502177,12.526830673217773,1.0506412982940674,0.0002500000000000001,1.0842021724855042e-19,0.00025,0.00025,18.292067000000003,6.764696000000001,34.733383,10.190269,9.101332000000001,6.4422616999999995,15.065937,-0.8769902
83,896.0,0.0,1940.0,83.0,16.0,1940.0,0.9111970000000356,16.0,16.0,1.0,,,,2.501271691173315,2.167411626855786,9.188302993774414,0.7078149318695068,0.00025,0.0,0.00025,0.00025,16.109714999999998,10.610959,41.4849,4.0713669999999995,5.164307599999999,3.7650300000000003,8.9293375,1.3992778000000001
84,943.0,0.0,1987.0,84.0,47.0,1987.0,0.9065440000000377,47.0,47.0,0.0,,,,3.3459677328454687,2.3910455633004277,9.316566467285156,0.6236664056777954,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,19.14264,8.993091,45.993813,6.465770200000001,11.9315815,2.6587307,14.869925,6.8854175
85,956.0,0.0,2000.0,85.0,13.0,2000.0,0.905257000000038,13.0,13.0,0.0,,,,4.263410632426922,3.228682387247742,9.9912691116333,0.9540427923202516,0.0002500000000000001,1.0842021724855042e-19,0.00025,0.00025,20.118374,8.221936,37.071663,5.9295287000000005,3.2734723,4.993807299999999,8.26728,-1.720335
86,979.0,0.0,2023.0,86.0,23.0,2023.0,0.9029800000000391,23.0,23.0,0.0,,,,2.139750439187755,1.5425636361070374,6.012818336486816,0.6445577144622803,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,13.245966000000001,7.5266839999999995,34.723293,4.9611897,11.175964,4.1744275,16.704929999999997,4.424734
87,997.0,0.0,2041.0,87.0,18.0,2041.0,0.9011980000000396,18.0,18.0,1.0,,,,3.7652253210544586,2.2250676689753823,7.498021125793457,0.5369191765785217,0.00025,0.0,0.00025,0.00025,19.251749,8.325617,31.765924,4.1890197,7.5910807,4.660598,13.44007,1.2603278
88,1017.0,0.0,2061.0,88.0,20.0,2061.0,0.8992180000000405,20.0,20.0,0.0,,,,3.246862080693245,3.182486720253599,15.24145221710205,0.6498986482620239,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,17.543762,10.105997,51.881454,5.132169,12.2793255,3.4037766000000005,15.683101999999998,8.875548
89,1041.0,0.0,2085.0,89.0,24.0,2085.0,0.8968420000000414,24.0,24.0,0.0,,,,3.0212989399830494,2.6314584010142146,11.930109977722168,0.6870336532592773,0.00025,0.0,0.00025,0.00025,17.061003,6.566238,31.30235,7.592706,8.046528,4.979283000000001,13.37858,2.5480301
