Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
87,451.0,0.0,2831.0,2831.0,24.0,2831.0,0.9982150300000387,0.0,0.0,0.0,,,,16.98159829775493,22.111216384634105,48.88898468017578,1.2669620513916016,5e-05,0.0,5e-05,5e-05,15.688557999999999,6.625897,28.247377,9.557755,,,,
88,457.0,0.0,2855.0,2855.0,24.0,2855.0,0.9981912700000392,0.0,0.0,0.0,,,,1.327052970727285,0.04769765700313109,1.3962618112564087,1.2583990097045898,5e-05,0.0,5e-05,5e-05,10.929317999999999,0.46219483,11.581552,10.295425,,,,
89,463.0,0.0,2879.0,2879.0,24.0,2879.0,0.9981675100000398,0.0,0.0,0.0,,,,24.639371474583946,23.4078590065176,48.58428573608398,1.2204395532608032,5e-05,0.0,5e-05,5e-05,17.380537,8.3558655,30.717812,9.186608,,,,
90,476.0,0.0,2931.0,2931.0,52.0,2931.0,0.9981160300000408,1.0,1.0,0.0,,,,29.849389406350948,38.780479588647324,94.81159210205078,1.1845643520355225,5.000000000000001e-05,6.776263578034403e-21,5e-05,5e-05,25.317455,21.148203,62.6951,8.405513000000001,0.019280911541609384,0.002366232549648057,0.023291782179876458,0.01721277816715883
91,489.0,0.0,2985.0,2985.0,54.0,2985.0,0.998062570000042,1.0,1.0,0.0,,,,1.4498001337051392,0.08254555266415525,1.5726810693740845,1.322180151939392,5.000000000000001e-05,6.776263578034403e-21,5e-05,5e-05,13.065754,1.409175,15.115475,10.649083000000001,,,,
92,495.0,0.0,3009.0,3009.0,24.0,3009.0,0.9980388100000426,0.0,0.0,0.0,,,,38.645855855941775,34.8939633641628,94.35372161865234,1.2141191959381104,5e-05,0.0,5e-05,5e-05,25.59444,19.18079,61.16588,8.392717999999999,,,,
93,513.0,0.0,3081.0,3081.0,72.0,3081.0,0.997967530000044,1.0,1.0,0.0,,,,12.165284325094786,25.288049015351106,93.82447052001952,1.188867211341858,5e-05,0.0,5e-05,5e-05,14.718952,14.088359,65.62725,8.449738499999999,,,,
94,526.0,0.0,3133.0,3133.0,52.0,3133.0,0.9979160500000452,1.0,1.0,0.0,,,,1.0989216069380443,0.06070593520165954,1.2013399600982666,1.0113582611083984,5e-05,0.0,5e-05,5e-05,6.760242,1.2253348,9.118692999999999,5.2926426,,,,
95,532.0,0.0,3157.0,3157.0,24.0,3157.0,0.9978922900000458,0.0,0.0,0.0,,,,19.91442754268646,23.197331000288482,48.39865112304688,0.9352515935897828,5e-05,0.0,5e-05,5e-05,13.314454999999999,11.050117,27.306172999999998,3.947482,,,,
96,535.0,0.0,3168.0,3168.0,11.0,3168.0,0.9978814000000459,0.0,0.0,0.0,,,,48.650352478027344,0.2846260070800781,48.93497848510742,48.36572647094727,5e-05,0.0,5e-05,5e-05,24.963686,2.4683417999999997,27.432028000000003,22.495344,,,,
97,541.0,0.0,3192.0,3192.0,24.0,3192.0,0.9978576400000464,0.0,0.0,0.0,,,,0.9775812526543936,0.03385840286251069,1.0268126726150513,0.93072509765625,5e-05,0.0,5e-05,5e-05,4.1849694,0.18631503,4.5465493,3.9458122,,,,
98,547.0,0.0,3216.0,3216.0,24.0,3216.0,0.9978338800000469,0.0,0.0,0.0,,,,24.6779703994592,36.19514917800689,95.84915924072266,0.99729984998703,5e-05,0.0,5e-05,5e-05,15.578091,16.77848,48.614146999999996,4.252552,,,,
99,553.0,0.0,3240.0,3240.0,24.0,3240.0,0.9978101200000477,0.0,0.0,0.0,,,,8.842219114303587,17.441195828715482,47.84188842773438,1.0170437097549438,5e-05,0.0,5e-05,5e-05,9.330213,8.137528,27.49233,4.8788314,,,,
