Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
69,2644.0,0.0,3703.0,3703.0,75.0,3703.0,0.0,-325.0,-325.0,0.0,,,,56.73010362805547,115.43518813871384,358.94189453125,2.02051305770874,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,100.04785,86.44085,437.39055999999994,25.337925,-136.04864009309878,63.11730309150129,-4.0,-225.2156766971472,-9.373086,1.741381,-4.6481886,-15.571807999999999
70,2701.0,0.0,3760.0,3760.0,57.0,3760.0,0.0,-186.0,-186.0,0.0,,,,51.010292129857206,111.41208792915691,365.365234375,1.6875600814819336,0.00025,0.0,0.00025,0.00025,107.82243999999999,111.4382,497.46307,23.242758,-45.595213544440696,77.92174498276506,98.0,-161.6269982622917,-11.516383,1.9586723000000001,-7.0725307,-17.26615
71,2776.0,0.0,3835.0,3835.0,75.0,3835.0,0.0,-300.0,-300.0,0.0,,,,72.9596588224978,157.60835770738805,682.9218139648438,1.7857847213745115,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,115.86626399999999,120.97247,779.8561,17.10764,-120.46974675722326,60.53420221252621,-4.0,-211.76534336573985,-9.581191,5.6489105,3.9504879999999996,-17.812523000000002
72,2851.0,0.0,3910.0,3910.0,75.0,3910.0,0.0,-315.0,-315.0,0.0,,,,42.017266750335686,112.49822250149292,672.63525390625,2.7055869102478027,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,102.98086500000001,91.59793,609.036,21.89001,-121.56659925783123,62.12981200569757,-4.0,-226.08590965315804,-10.519662,1.8855953,-4.110997,-16.971806
73,2926.0,0.0,3985.0,3985.0,75.0,3985.0,0.0,-320.0,-320.0,1.0,,,,60.326147122963064,134.39027371746394,749.830078125,1.3601866960525513,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,129.22361999999998,126.137695,981.7648300000001,20.611204,-128.0284174177707,67.43878304491771,-4.0,-226.24109791583007,-10.259811000000001,2.1864944,-2.7047927000000005,-16.852793
74,3001.0,0.0,4060.0,4060.0,75.0,4060.0,0.0,-360.0,-360.0,0.0,,,,40.342912383981655,105.60115379158844,578.9425048828125,1.4660013914108276,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,89.30459,80.26344,423.9417,13.252103,-137.82967782293008,77.47778795335736,-4.0,-259.21994104323466,-10.010173,1.5115161,-4.747365,-14.325736
75,3076.0,0.0,4135.0,4135.0,75.0,4135.0,0.0,-300.0,-300.0,0.0,,,,55.43543899703671,112.09004852749707,345.884033203125,1.977444648742676,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,138.37994,99.06851,500.18793,24.138367000000002,-120.46974675722326,60.53420221252621,-4.0,-211.76534336573985,-15.242331,3.9927535000000005,-1.0477389000000001,-22.34466
76,3151.0,0.0,4210.0,4210.0,75.0,4210.0,0.0,-340.0,-340.0,0.0,,,,108.02828880902884,181.64998601207802,985.6788330078124,2.8392512798309326,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,214.5094,153.71703,966.44824,50.211490000000005,-143.04960062504333,68.25698046268397,-4.0,-235.06343386991662,-11.295919999999999,6.387409,4.802287000000001,-25.154404
77,3226.0,0.0,4285.0,4285.0,75.0,4285.0,0.0,-335.0,-335.0,0.0,,,,57.931840445544275,110.97325866187964,375.9710693359375,3.280390977859497,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,149.72565,96.70168000000001,451.74447999999995,28.961994,-136.65784891726176,68.54433845151274,-4.0,-234.8551649616702,-11.536529,4.823965,3.5906584,-19.439556
78,3241.0,0.0,4300.0,4300.0,15.0,4300.0,0.0,33.0,33.0,0.0,,,,220.7814979893821,264.066008959203,704.2046508789062,6.530874729156494,0.0002500000000000001,1.0842021724855042e-19,0.00025,0.00025,328.89133,166.34781,730.0921599999999,103.49814,59.47530518286805,23.89441774223417,99.0,24.32192345714119,-9.628458,3.7277532,-1.8237226000000002,-15.638466000000001
79,3316.0,0.0,4375.0,4375.0,75.0,4375.0,0.0,-320.0,-320.0,0.0,,,,88.6404680915781,148.87712608037916,707.25,1.9787876605987549,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,190.16718999999998,130.89803,774.83215,34.725570000000005,-125.45068714033049,63.35165182924079,-4.0,-228.19392388358796,-13.900455,2.0362086,-8.067422,-18.166687
